,0,1,2,3,4,5,6,7
220,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,51,56,b4:5d:50:ce:2e:8a,0
221,8c:85:90:b1:d0:3b,unknown,38:17:c3:c8:01:da,AC,60,63,38:17:c3:c8:01:da,0
222,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,38,38:17:c3:c8:01:da,1
223,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,59,b4:5d:50:ce:2e:8a,0
224,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,62,61,b4:5d:50:ce:2e:8a,1
225,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,38,38:17:c3:c8:01:da,1
226,8c:85:90:b1:d0:3b,OS-X,b4:5d:50:ce:2e:8a,AC,62,59,38:17:c3:c8:01:da,1
227,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,53,61,b4:5d:50:ce:2e:8a,0
228,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,42,38,38:17:c3:c8:01:da,1
229,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,53,60,b4:5d:50:ce:2e:8a,0
230,8c:85:90:b1:d0:3b,unknown,38:17:c3:c8:01:da,AC,61,62,38:17:c3:c8:01:da,0
231,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,44,38,38:17:c3:c8:01:da,1
232,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,59,b4:5d:50:ce:2e:8a,0
233,8c:85:90:b1:d0:3b,unknown,38:17:c3:c8:01:da,AC,60,61,b4:5d:50:ce:2e:8a,1
234,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,44,37,38:17:c3:c8:01:da,1
235,8c:85:90:b1:d0:3b,unknown,b4:5d:50:ce:2e:8a,AC,60,60,38:17:c3:c8:01:da,1
236,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,53,59,b4:5d:50:ce:2e:8a,0
237,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,38,38:17:c3:c8:01:da,1
238,64:a2:f9:74:24:37,Android,38:17:c3:c8:01:da,AC,52,54,38:17:c3:c8:01:da,0
239,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,53,59,b4:5d:50:ce:2e:8a,0
240,8c:85:90:b1:d0:3b,unknown,38:17:c3:c8:01:da,AC,61,59,38:17:c3:c8:01:da,1
241,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,38,38:17:c3:c8:01:da,1
242,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,59,b4:5d:50:ce:2e:8a,0
243,8c:85:90:b1:d0:3b,unknown,38:17:c3:c8:01:da,AC,61,60,38:17:c3:c8:01:da,1
244,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,41,37,38:17:c3:c8:01:da,1
245,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,60,b4:5d:50:ce:2e:8a,0
246,8c:85:90:b1:d0:3b,unknown,38:17:c3:c8:01:da,AC,58,59,38:17:c3:c8:01:da,0
247,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,37,38:17:c3:c8:01:da,1
248,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,60,b4:5d:50:ce:2e:8a,0
249,8c:85:90:b1:d0:3b,unknown,38:17:c3:c8:01:da,AC,57,66,38:17:c3:c8:01:da,0
250,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,45,38,38:17:c3:c8:01:da,1
251,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,59,b4:5d:50:ce:2e:8a,0
252,8c:85:90:b1:d0:3b,unknown,38:17:c3:c8:01:da,AC,56,62,38:17:c3:c8:01:da,0
253,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,42,37,38:17:c3:c8:01:da,1
254,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,59,b4:5d:50:ce:2e:8a,0
255,8c:85:90:b1:d0:3b,unknown,38:17:c3:c8:01:da,AC,61,60,b4:5d:50:ce:2e:8a,1
256,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,38,38:17:c3:c8:01:da,1
257,8c:85:90:b1:d0:3b,unknown,b4:5d:50:ce:2e:8a,AC,60,58,38:17:c3:c8:01:da,1
258,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,53,60,b4:5d:50:ce:2e:8a,0
259,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,37,38:17:c3:c8:01:da,1
260,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,59,b4:5d:50:ce:2e:8a,0
261,8c:85:90:b1:d0:3b,unknown,38:17:c3:c8:01:da,AC,60,59,38:17:c3:c8:01:da,1
262,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,42,37,38:17:c3:c8:01:da,1
263,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,51,59,b4:5d:50:ce:2e:8a,0
264,8c:85:90:b1:d0:3b,unknown,38:17:c3:c8:01:da,AC,59,60,38:17:c3:c8:01:da,0
265,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,42,37,38:17:c3:c8:01:da,1
266,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,59,b4:5d:50:ce:2e:8a,0
267,8c:85:90:b1:d0:3b,unknown,38:17:c3:c8:01:da,AC,60,61,38:17:c3:c8:01:da,0
268,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,42,37,38:17:c3:c8:01:da,1
269,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,60,b4:5d:50:ce:2e:8a,0
270,8c:85:90:b1:d0:3b,unknown,38:17:c3:c8:01:da,AC,60,60,38:17:c3:c8:01:da,1
271,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,44,38,38:17:c3:c8:01:da,1
272,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,51,59,b4:5d:50:ce:2e:8a,0
273,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,62,61,38:17:c3:c8:01:da,1
274,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,44,36,38:17:c3:c8:01:da,1
275,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,51,59,b4:5d:50:ce:2e:8a,0
276,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,59,60,38:17:c3:c8:01:da,0
277,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,44,36,38:17:c3:c8:01:da,1
278,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,60,b4:5d:50:ce:2e:8a,0
279,8c:85:90:b1:d0:3b,unknown,38:17:c3:c8:01:da,AC,61,65,b4:5d:50:ce:2e:8a,1
280,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,36,38:17:c3:c8:01:da,1
281,8c:85:90:b1:d0:3b,unknown,b4:5d:50:ce:2e:8a,AC,58,62,b4:5d:50:ce:2e:8a,0
282,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,61,b4:5d:50:ce:2e:8a,0
283,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,37,38:17:c3:c8:01:da,1
284,8c:85:90:b1:d0:3b,OS-X,b4:5d:50:ce:2e:8a,AC,59,58,38:17:c3:c8:01:da,1
285,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,60,b4:5d:50:ce:2e:8a,0
286,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,44,36,38:17:c3:c8:01:da,1
287,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,51,58,b4:5d:50:ce:2e:8a,0
288,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,59,62,38:17:c3:c8:01:da,0
289,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,42,36,38:17:c3:c8:01:da,1
290,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,53,60,38:17:c3:c8:01:da,1
291,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,59,61,38:17:c3:c8:01:da,0
292,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,42,36,38:17:c3:c8:01:da,1
293,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,61,59,38:17:c3:c8:01:da,1
294,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,44,37,38:17:c3:c8:01:da,1
295,3c:6a:a7:27:9d:b3,Win-10,38:17:c3:c8:01:da,AC,61,52,38:17:c3:c8:01:da,1
296,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,60,60,38:17:c3:c8:01:da,1
297,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,44,39,38:17:c3:c8:01:da,1
298,3c:6a:a7:27:9d:b3,Win-10,38:17:c3:c8:01:da,AC,56,48,b4:5d:50:ce:2e:8a,1
299,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,49,62,b4:5d:50:ce:2e:8a,0
300,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,57,57,38:17:c3:c8:01:da,1
301,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,37,38:17:c3:c8:01:da,1
302,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,61,b4:5d:50:ce:2e:8a,0
303,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,59,61,38:17:c3:c8:01:da,0
304,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,38,38:17:c3:c8:01:da,1
305,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,61,b4:5d:50:ce:2e:8a,0
306,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,61,62,38:17:c3:c8:01:da,0
307,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,44,38,38:17:c3:c8:01:da,1
308,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,62,b4:5d:50:ce:2e:8a,0
309,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,60,61,38:17:c3:c8:01:da,0
310,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,38,38:17:c3:c8:01:da,1
311,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,61,b4:5d:50:ce:2e:8a,0
312,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,58,59,b4:5d:50:ce:2e:8a,1
313,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,44,38,38:17:c3:c8:01:da,1
314,8c:85:90:b1:d0:3b,OS-X,b4:5d:50:ce:2e:8a,AC,60,61,38:17:c3:c8:01:da,1
315,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,60,b4:5d:50:ce:2e:8a,0
316,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,38,38:17:c3:c8:01:da,1
317,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,60,b4:5d:50:ce:2e:8a,0
318,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,59,61,38:17:c3:c8:01:da,0
319,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,38,38:17:c3:c8:01:da,1
320,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,51,59,b4:5d:50:ce:2e:8a,0
321,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,61,60,38:17:c3:c8:01:da,1
322,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,44,38,38:17:c3:c8:01:da,1
323,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,51,59,b4:5d:50:ce:2e:8a,0
324,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,60,59,38:17:c3:c8:01:da,1
325,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,38,38:17:c3:c8:01:da,1
326,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,53,61,b4:5d:50:ce:2e:8a,0
327,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,60,60,38:17:c3:c8:01:da,1
328,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,GN,46,40,38:17:c3:c8:01:da,1
329,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,51,61,b4:5d:50:ce:2e:8a,0
330,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,61,59,38:17:c3:c8:01:da,1
331,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,38,38:17:c3:c8:01:da,1
332,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,60,b4:5d:50:ce:2e:8a,0
333,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,63,59,38:17:c3:c8:01:da,1
334,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,39,38:17:c3:c8:01:da,1
335,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,61,b4:5d:50:ce:2e:8a,0
336,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,60,61,b4:5d:50:ce:2e:8a,1
337,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,39,38:17:c3:c8:01:da,1
338,8c:85:90:b1:d0:3b,OS-X,b4:5d:50:ce:2e:8a,AC,60,62,38:17:c3:c8:01:da,1
339,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,60,b4:5d:50:ce:2e:8a,0
340,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,44,38,38:17:c3:c8:01:da,1
341,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,51,61,b4:5d:50:ce:2e:8a,0
342,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,62,60,38:17:c3:c8:01:da,1
343,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,45,38,38:17:c3:c8:01:da,1
344,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,51,61,b4:5d:50:ce:2e:8a,0
345,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,58,63,38:17:c3:c8:01:da,0
346,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,44,38,38:17:c3:c8:01:da,1
347,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,60,b4:5d:50:ce:2e:8a,0
348,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,57,60,38:17:c3:c8:01:da,0
349,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,44,39,38:17:c3:c8:01:da,1
350,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,60,b4:5d:50:ce:2e:8a,0
351,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,61,59,38:17:c3:c8:01:da,1
352,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,38,38:17:c3:c8:01:da,1
353,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,60,b4:5d:50:ce:2e:8a,0
354,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,60,61,b4:5d:50:ce:2e:8a,1
355,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,38,38:17:c3:c8:01:da,1
356,8c:85:90:b1:d0:3b,OS-X,b4:5d:50:ce:2e:8a,AC,59,59,38:17:c3:c8:01:da,1
357,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,60,b4:5d:50:ce:2e:8a,0
358,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,38,38:17:c3:c8:01:da,1
359,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,60,b4:5d:50:ce:2e:8a,0
360,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,59,60,38:17:c3:c8:01:da,0
361,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,38,38:17:c3:c8:01:da,1
362,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,61,b4:5d:50:ce:2e:8a,0
363,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,59,62,38:17:c3:c8:01:da,0
364,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,44,39,38:17:c3:c8:01:da,1
365,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,61,b4:5d:50:ce:2e:8a,0
366,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,60,60,b4:5d:50:ce:2e:8a,1
367,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,44,38,38:17:c3:c8:01:da,1
368,8c:85:90:b1:d0:3b,OS-X,b4:5d:50:ce:2e:8a,AC,60,59,38:17:c3:c8:01:da,1
369,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,61,b4:5d:50:ce:2e:8a,0
370,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,44,38,38:17:c3:c8:01:da,1
371,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,61,b4:5d:50:ce:2e:8a,0
372,8c:85:90:b1:d0:3b,unknown,38:17:c3:c8:01:da,AC,58,60,b4:5d:50:ce:2e:8a,1
373,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,38,38:17:c3:c8:01:da,1
374,8c:85:90:b1:d0:3b,unknown,b4:5d:50:ce:2e:8a,AC,65,60,38:17:c3:c8:01:da,1
375,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,51,60,b4:5d:50:ce:2e:8a,0
376,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,38,38:17:c3:c8:01:da,1
377,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,51,60,b4:5d:50:ce:2e:8a,0
378,8c:85:90:b1:d0:3b,unknown,38:17:c3:c8:01:da,AC,59,62,b4:5d:50:ce:2e:8a,1
379,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,44,38,38:17:c3:c8:01:da,1
380,8c:85:90:b1:d0:3b,unknown,b4:5d:50:ce:2e:8a,AC,59,60,38:17:c3:c8:01:da,1
381,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,61,b4:5d:50:ce:2e:8a,0
382,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,37,38:17:c3:c8:01:da,1
383,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,51,60,b4:5d:50:ce:2e:8a,0
384,8c:85:90:b1:d0:3b,unknown,38:17:c3:c8:01:da,AC,62,60,38:17:c3:c8:01:da,1
385,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,44,37,38:17:c3:c8:01:da,1
386,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,61,b4:5d:50:ce:2e:8a,0
387,8c:85:90:b1:d0:3b,unknown,38:17:c3:c8:01:da,AC,60,58,38:17:c3:c8:01:da,1
388,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,44,38,38:17:c3:c8:01:da,1
389,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,61,b4:5d:50:ce:2e:8a,0
390,8c:85:90:b1:d0:3b,unknown,38:17:c3:c8:01:da,AC,60,60,38:17:c3:c8:01:da,1
391,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,37,38:17:c3:c8:01:da,1
392,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,62,b4:5d:50:ce:2e:8a,0
393,8c:85:90:b1:d0:3b,unknown,38:17:c3:c8:01:da,AC,60,59,38:17:c3:c8:01:da,1
394,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,37,38:17:c3:c8:01:da,1
395,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,61,b4:5d:50:ce:2e:8a,0
396,8c:85:90:b1:d0:3b,unknown,38:17:c3:c8:01:da,AC,60,63,38:17:c3:c8:01:da,0
397,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,37,38:17:c3:c8:01:da,1
398,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,61,b4:5d:50:ce:2e:8a,0
399,8c:85:90:b1:d0:3b,unknown,38:17:c3:c8:01:da,AC,60,61,38:17:c3:c8:01:da,0
400,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,37,38:17:c3:c8:01:da,1
401,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,61,b4:5d:50:ce:2e:8a,0
402,8c:85:90:b1:d0:3b,unknown,38:17:c3:c8:01:da,AC,60,60,38:17:c3:c8:01:da,1
403,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,44,38,38:17:c3:c8:01:da,1
404,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,61,b4:5d:50:ce:2e:8a,0
405,8c:85:90:b1:d0:3b,unknown,38:17:c3:c8:01:da,AC,61,60,38:17:c3:c8:01:da,1
406,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,44,38,38:17:c3:c8:01:da,1
407,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,53,61,b4:5d:50:ce:2e:8a,0
408,8c:85:90:b1:d0:3b,unknown,38:17:c3:c8:01:da,AC,59,60,38:17:c3:c8:01:da,0
409,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,44,38,38:17:c3:c8:01:da,1
410,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,62,b4:5d:50:ce:2e:8a,0
411,8c:85:90:b1:d0:3b,unknown,38:17:c3:c8:01:da,AC,59,58,38:17:c3:c8:01:da,1
412,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,39,38:17:c3:c8:01:da,1
413,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,61,b4:5d:50:ce:2e:8a,0
414,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,61,62,38:17:c3:c8:01:da,0
415,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,38,38:17:c3:c8:01:da,1
416,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,61,b4:5d:50:ce:2e:8a,0
417,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,58,60,38:17:c3:c8:01:da,0
418,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,37,38:17:c3:c8:01:da,1
419,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,60,b4:5d:50:ce:2e:8a,0
420,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,60,59,38:17:c3:c8:01:da,1
421,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,37,38:17:c3:c8:01:da,1
422,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,53,61,b4:5d:50:ce:2e:8a,0
423,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,60,61,38:17:c3:c8:01:da,0
424,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,38,38:17:c3:c8:01:da,1
425,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,53,62,b4:5d:50:ce:2e:8a,0
426,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,60,60,38:17:c3:c8:01:da,1
427,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,38,38:17:c3:c8:01:da,1
428,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,60,b4:5d:50:ce:2e:8a,0
429,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,58,62,38:17:c3:c8:01:da,0
430,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,44,38,38:17:c3:c8:01:da,1
431,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,60,b4:5d:50:ce:2e:8a,0
432,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,59,60,38:17:c3:c8:01:da,0
433,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,44,37,38:17:c3:c8:01:da,1
434,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,51,59,b4:5d:50:ce:2e:8a,0
435,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,60,60,38:17:c3:c8:01:da,1
436,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,37,38:17:c3:c8:01:da,1
437,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,52,60,b4:5d:50:ce:2e:8a,0
438,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,59,61,38:17:c3:c8:01:da,0
439,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,44,38,38:17:c3:c8:01:da,1
440,3c:6a:a7:27:9d:b3,Win-10,b4:5d:50:ce:2e:8a,AC,53,61,b4:5d:50:ce:2e:8a,0
441,8c:85:90:b1:d0:3b,OS-X,38:17:c3:c8:01:da,AC,60,63,38:17:c3:c8:01:da,0
442,14:f6:5a:b3:e7:f1,unknown,38:17:c3:c8:01:da,AC,43,38,38:17:c3:c8:01:da,1
